,question,label
2003,see that one ad for apple where some dumb kid use an ipad and ask wtf be a computer ? ,PERMISSION
2004,I assume most people here have a background in applied optimization right ? ,PERMISSION
2005,hey be anyone here good with r ? ,PERMISSION
2006,have anyone use mindsdb ? ,PERMISSION
2007,do anyone of you know about regression ? ,PERMISSION
2008,I think have at least 2 analyst get at least 8 correct guess would be if anyone can help to confirm ? ,PERMISSION
2009,hi can I ask for some help for my school project ? ,PERMISSION
2010,be this a dm or do I miss the creepyjuvenilepasta ? ,PERMISSION
2011,how do I get a student role ? sorry if this have already be ask ,PERMISSION
2012,anyone familiar with amazon glue ? ,PERMISSION
2013,how do you get the student role ? ,PERMISSION
2014,be anyone with hardware understanding available right now ? ,PERMISSION
2015,any r expert here ? need help in understand a small code ,PERMISSION
2016,I keep face this strange error the exact code be work perfectly yesterday anyone please able to help ? ,PERMISSION
2017,anyone able to help I with this error ? ,PERMISSION
2018,wait have the rule be update so you now can t access certain channel ? I remember be able to access they before but now I can t ,PERMISSION
2019,but do anyone have a middleground between beamer and powerpoint ? ,PERMISSION
2020,hey guy can I ask anything here related bro science ? ,PERMISSION
2021,oh sorry what s the right channel for free event ? ,PERMISSION
2022,hi guy do anyone here work with nextflow ? I m stuck and don t know what to do ,PERMISSION
2023,how do I get access to the topic channel ? ,PERMISSION
2024,anyone get an idea ? ,PERMISSION
2025,do anyone ever use gpt2 hug face ? ,PERMISSION
2026,do anyone know about either of these ? ,PERMISSION
2027,I don t have my test data anywhere here though so maybe that s what I m suppose to run the prediction on ? ,PERMISSION
2028,anyone here have gpt3 access ? ,PERMISSION
2029,can someone help I understand these instruction ? ,PERMISSION
2030,do anyone know about collection module in python ? ,PERMISSION
2031,do anyone know if twitter count endpoint be available for academic user ? ,PERMISSION
2032,I be think about use cosine similarity to check hundred of line of text do somebody have a well idea ? ,PERMISSION
2033,be this a good place to ask question about a project ? ,PERMISSION
2034,anyone work with uber eat like data and can give I a few tip and trick ? ,PERMISSION
2035,hi guy I m new to code I have a question about barplot in r do I ask my question here ? ,PERMISSION
2036,have anyone look at the college scorecard data ? ,PERMISSION
2037,hey guy where be the role selection ? ,PERMISSION
2038,hey guy be there a place where I can ask a question or something like that ? ,PERMISSION
2039,hello guy I be new to data science I need help in a sas project can anyone help I ? ,PERMISSION
2040,dunno whether I should ask this here but be there any proper data science master program that I can take online ? ,PERMISSION
2041,can someone help I w my report task project ? ,PERMISSION
2042,how about anyone have experience or pointer with text clustering ? ,PERMISSION
2043,be anyone in here in data science in australia ? ,PERMISSION
2044,be anyone join the climate hack ? ,PERMISSION
2045,do anyone screenshot what happen ? ,PERMISSION
2046,can I paste the code ? ,PERMISSION
2047,I start data science grade one year ago and I want to start with kaggle anyone have experience in it ? ,PERMISSION
2048,some people ask about note taking or whatever there s some shit here that might be useful ,PERMISSION
2049,hello I have a matplotlib question can I ask it right here ? ,PERMISSION
2050,anyone have any topic I could research that be interesting ? ,PERMISSION
2051,anyone plan on do any nlp work with the parler dump ? ,PERMISSION
2052,anyone have experience with pytorch geometric ? ,PERMISSION
2053,anyone get this error ever ? ,PERMISSION
2054,can anyone help I with python package on a mac ? ,PERMISSION
2055,anyone here familiar with python data anaylsis stuff like naive baye ? ,PERMISSION
2056,have anyone do a data science bootcamp ? ,PERMISSION
2057,hey have anyone of you have work on computer vision ? need some help ,PERMISSION
2058,yo yo be this place active ? can I ask noob question regard kaggle competition here ? ,PERMISSION
2059,have anyone do a kaggle project ? ,PERMISSION
2060,where could I ask a very dumb question on ma 1 model ? ,PERMISSION
2061,who be the mod here ? it would be cool to have this ,PERMISSION
2062,be anyone undertake or have anyone undertake a phd in data science ai ? ,PERMISSION
2063,be anybody work in similar field ? ,PERMISSION
2064,anyone have any experience with orange data mining ? ,PERMISSION
2065,do you think I can find some assistance in this discord while I m do my first project ? ,PERMISSION
2066,be anyone here familiar with tf idf weight calculation ? ,PERMISSION
2067,be there any devop engineer in this server ? ,PERMISSION
2068,I m very much interested in learn data science can anyone guide I from where should I start ? ? ? ? ,PERMISSION
2069,do anyone know how to use r here at all ? ,PERMISSION
2070,  I hear you re do a phd in hci be it cool if I ask you some question about it ? ,PERMISSION
2071,anyone hear proficient with tableau prep ? ,PERMISSION
2072,do anyone here have a phd or be currently study in one ? ,PERMISSION
2073,hiya sorry if this be too much to ask but I m try to analyse a dataset I ve pull from last fm s api but I don t seem be get great result could any of you guy help out with any idea ? ,PERMISSION
2074,anyone know anything in regard to uncertainty theory in here ? ,PERMISSION
2075,anyone here use the dataops method for analysis science ? ,PERMISSION
2076,hi which channel would be an ok place to ask about scikit learn ? ,PERMISSION
2077,can someone briefly tell I what anaconda be ? ,PERMISSION
2078,  why isn t there a statistic channel on here ? weird consider data science be primarily statistic be be overwhelmed with discussion at the moment ,PERMISSION
2079,why isn t there a statistic channel on here ? weird consider data science be primarily statistic ,PERMISSION
2080,be there any special community for data cleaning ? ,PERMISSION
2081,  hey guy anyone have any experience use yellowbrick for python ? I use it pretty regularly ,PERMISSION
2082,hey guy anyone have any experience use yellowbrick for python ? ,PERMISSION
2083,any react native developer here ? please dm or I ,PERMISSION
2084,I ve always wonder how helpful smote be do anyone know a paper that test it ? the original smote paper look kinda shoddy ,PERMISSION
2085,have a sort of early life crisis about career option and would like to know more about data science role which channel would be good to ask about that ? ,PERMISSION
2086,  anyone on who can help I out with github repo and rstudio issue ? ,PERMISSION
2087,wtf when be the last message send here ? ,PERMISSION
2088,hey guy I be look for someone good at machine learn particularly nlp to get some opinion I m build a sale automation saas product and be look to explore way that I could apply machine learn use case to it anyone with experience open to a few question ? ,PERMISSION
2089,do anyone have any experience with the code interview for roblox ? ,PERMISSION
2090,hey do someone be currently do data science course from mit on edx ? ,PERMISSION
2091,do anyone have experience analyze rural vs urban as a variable ? ,PERMISSION
2092,I feel like there be a good bit of those people here why don t you go ahead and ask ? ,PERMISSION
2093,do anyone have experience with dash ? I ve go over some of the documentation pertain to my issue and can not seem to resolve it ,PERMISSION
2094,can someone help I with this sql question ? ,PERMISSION
2095,can someone help ? ,PERMISSION
2096,can someone that be good with sql help I ? ,PERMISSION
2097,do anyone here have much experience pull data from edgar ? ,PERMISSION
2098,anyone be able to access gpt 3 ? ,PERMISSION
2099,hey guy anyone pro in analytic ? maybe you can help I out here I m stuck with this for 12 day ,PERMISSION
2100,  hello everyone any idea where I could find mentor to help I switch career ? even a casual chat with a senior data scientist would be very useful I be currently a full time employee work as a material engineer and study data science in the evening I would like to invest the time I have after work wisely he can help you ,PERMISSION
2101,anyone work with crypto trading ? ,PERMISSION
2102,have anyone use the eta squared metric before ? ,PERMISSION
2103,anyone work with apache airflow ? I need some guidance ,PERMISSION
2104,do you have any experience or do you know what u need to be one ? ,PERMISSION
2105,hey anyone here know the answer to this ? ,PERMISSION
2106,hey there have anyone use gisaid to access covid data ? ,PERMISSION
2107,be anyone interested in start an islr reading group ? ,PERMISSION
2108,hi there everyone I apologize if this be totally out of the blue and way under the level at which people here analyze data but I be hope to screen share with someone and get some help with some excel data analysis question I be answer be this the right place ? ,PERMISSION
2109,do anyone have experience with beautifulsoup and use the select method ? ,PERMISSION
2110,can anyone help I with this format of date time ? kinda new to data analysis and be use knime ,PERMISSION
2111,I m assume you have already kick they can t dm if they don t share server right ? ,PERMISSION
2112,anybody here work with financial data ? ,PERMISSION
2113,do anyone know the main driver behind the day coronavirus new case cycle ? ,PERMISSION
2114,anyone can help with neural network for chess ? ,PERMISSION
2115,be anyone here experience with github ? ,PERMISSION
2116,anyone here use the jupytab library for python ? ,PERMISSION
2117,do anyone do that ? ,PERMISSION
2118,be there any data scientist not the good at math ? ,PERMISSION
2119,hi all anyone have experience in deal with gis spatial data ? ,PERMISSION
2120,be there any mod here ? I would like to mention about my new stream channel but the last thing I d want be to violate any rule ,PERMISSION
2121,do I say anything wrong here ? ,PERMISSION
2122,do anyone work in epidemiology or know of a good discord about epi ? ,PERMISSION
2123,do you know anyone ? ,PERMISSION
2124,be anyone here experience in ds ? ,PERMISSION
2125,I be try to scrape s of image off a website can anyone assist I ? I would pay ,PERMISSION
2126,hey I need some help analyze financial data can anyone give I a few tip ? ,PERMISSION
2127,anyone know why there be an error here ? ,PERMISSION
2128,have anyone ever do a test through pymetric ? ,PERMISSION
2129,hey guy be someone familiar with solve poker use cfr here ? ,PERMISSION
2130,anyone else see a more comprehensive guide ? ,PERMISSION
2131,hey anyone good with dlib and tensorflow gpu ? ,PERMISSION
2132,anyone know what I m do wrong ? ,PERMISSION
2133,can someone please answer my question on stackoverflow ? ,PERMISSION
2134,hey guy be someone familiar with counterfactual regret minimization ? I need some help to understand an important topic relate to solve poker game exploitability ,PERMISSION
2135,anyone in omsa ? ,PERMISSION
2136,do anyone here do data viz analysis ? ,PERMISSION
2137,hi all do any of you use alteryx ? ,PERMISSION
2138,hi what s the appropriate chat to post a little eda project I do ? would like to get some feedback ,PERMISSION
2139,I need someone to talk about it can someone help I ? ,PERMISSION
2140,any suggestion on how I can reignite my data science career ? ,PERMISSION
2141,btw how can I have some role here ? ,PERMISSION
2142,anyone good at calc 2 here ? ,PERMISSION
2143,what be I do wrong here ? ,PERMISSION
2144,hey be someone read any machine learn newsletter ? I would love to ask a few question I m think about start one and would love to understand more about the topic thank ,PERMISSION
2145,I can t be here ? ,PERMISSION
2146,can someone explain the role here ? also be there a way to search by role ? ,PERMISSION
2147,anyone here work in supply chain ? ,PERMISSION
2148,hey can someone help I with this ? ,PERMISSION
2149,hey new member here anyone know how to use hadoop and could help walkthrough I through some terminal command ? ,PERMISSION
2150,can anybody help I here ? ,PERMISSION
2151,hi anyone here who have some kind of experience with commodity trading and hedge fund ? I ve be work on a side project during this lockdown relate to that and some insight would help polish it a lot thank ,PERMISSION
2152,guy how can I fix this ? ,PERMISSION
2153,what I want to do here be I want to have only 2 value that be agree or disagree can anybody help I out please ? ,PERMISSION
2154,hey everyone have anyone get any work knowledge of scipy optimize ? or consider themselves a wizard with minimize ? ,PERMISSION
2155,do anyone have any idea ? ,PERMISSION
2156,hi can anyone help I with google sheet ? it ll only take around min ,PERMISSION
2157,hi anyone try the kaggle covid 19 challegenge ? ,PERMISSION
2158,any employer here free to critique my resume ? ,PERMISSION
